"Sukunimi","Yhteensä"
"Ala-Tuori",27
"Alavuo",27
"Al-Azzawi",27
"Ali Mohamed",27
"Alioravainen",27
"Alizadeh",27
"Alkila",27
"Alkiomaa",27
"Al-Tameemi",27
"Al-Tamimi",27
"Anton",27
"Antonova",27
"Antturi",27
"Apilasaho",27
"Apilisto",27
"Aro-Koivisto",27
"Aronoja",27
"Artzén",27
"Arvekari",27
"Aspnäs",27
"Aspö",27
"Aumala",27
"Aurio",27
"Azimi",27
"Ba",27
"Bach",27
"Bobacka",27
"Botan",27
"Brunnila",27
"Budde",27
"Burns",27
"Carlander",27
"Cavander",27
"Chang",27
"Charles",27
"Christiansson",27
"da Silva",27
"Diehl",27
"Dirir",27
"Dixon",27
"Eerilä",27
"Ehrman",27
"Eklundh",27
"Elvström",27
"Engholm",27
"Erfving",27
"Erjansalo",27
"Eteläkoski",27
"Fieandt",27
"Fleen",27
"Forsgrén",27
"Fraktman",27
"Fröjdlund",27
"Fältberg",27
"Gaye",27
"Giers",27
"Giray",27
"Griffiths",27
"Grym",27
"Gärdström",27
"Haahkola",27
"Haapolahti",27
"Haarakoski",27
"Haarasilta",27
"Haario",27
"Hahne",27
"Hahtimaa",27
"Halkomäki",27
"Han",27
"Hannela",27
"Harden",27
"Harjulehto",27
"Harper",27
"Harrinkoski",27
"Harteela",27
"Harvia",27
"Harvonen",27
"Hattuniemi",27
"Haukkajärvi",27
"Hauser",27
"Havuaho",27
"He",27
"Heimlander",27
"Heinikari",27
"Heiniluoto",27
"Heinäjoki",27
"Helistekangas",27
"Hellund",27
"Hermaala",27
"Hietakymi",27
"Hiidenheimo",27
"Hile",27
"Hillu",27
"Hillukka",27
"Hinno",27
"Hirsikoski",27
"Hirvijoki",27
"Hoberg",27
"Holmbom",27
"Hong",27
"Honkajärvi",27
"Hosike",27
"Huhtahaara",27
"Huhtaluoma",27
"Huissi",27
"Hummel",27
"Hummelstedt",27
"Huosionmaa",27
"Hurmeranta",27
"Husberg",27
"Hällund",27
"Härsilä",27
"Högbäck",27
"Ihlberg",27
"Ilmonius",27
"Ilvespakka",27
"Inovaara",27
"Isoahde",27
"Ista",27
"Jallinoja",27
"Jokkala",27
"Joutsijärvi",27
"Juhaninmäki",27
"Juoksukangas",27
"Jussheikki",27
"Justen",27
"Jägerskiöld",27
"Järvenperä",27
"Järvikivi",27
"Kaaria",27
"Kaarlampi",27
"Kaasik",27
"Kairajärvi",27
"Kaitamäki",27
"Kaivosaari",27
"Kajalainen",27
"Kalkku",27
"Kallinkoski",27
"Kalliovalkama",27
"Kamara",27
"Kapustamäki",27
"Karaiste",27
"Karesti",27
"Karetie",27
"Karf",27
"Karhuniemi",27
"Karikorpi",27
"Karkola",27
"Karpale",27
"Kauremaa",27
"Kavaluus",27
"Kelaranta",27
"Kelppe",27
"Kenias",27
"Kernen",27
"Kerppola",27
"Keski-Lusa",27
"Keski-Ojala",27
"Keski-Rauska",27
"Kiianlinna",27
"Kiltti",27
"Kima",27
"Kirri",27
"Kirveennummi",27
"Kitola",27
"Klingstedt",27
"Koivujärvi",27
"Kopeli",27
"Koreasalo",27
"Koroleva",27
"Korpi-Kyyny",27
"Korvo",27
"Koskiluoma",27
"Koverskoi",27
"Kreutzman",27
"Kunnela",27
"Kuusiranta",27
"Kuzmina",27
"Kylkisalo",27
"Kylä-Heiko",27
"Kylätie",27
"Kylä-Utsuri",27
"Kyyny",27
"Käkränen",27
"Källbacka",27
"Könkö",27
"Köykkäri",27
"Laaksolahti",27
"Lagerlund",27
"Lahervo",27
"Lainela",27
"Lanttola",27
"Lanzett",27
"Lapintaival",27
"Lartama",27
"Lastu",27
"Lauanne",27
"Lauhasmaa",27
"Laukala",27
"Laurinkoski",27
"Lehmusvuo",27
"Lenkola",27
"Lerto",27
"Leung",27
"Levi",27
"Liesivesi",27
"Liikaoja",27
"Lim",27
"Listokorpi",27
"Littman",27
"Liulia",27
"Ljungars",27
"Lojamo",27
"Lope",27
"Louhisola",27
"Ludén",27
"Lupsakko",27
"Lähdeoja",27
"Lännenpää",27
"Länsimaa",27
"Löytänä",27
"Löövi",27
"Maatala",27
"Maattola",27
"Maczulskij",27
"Magi",27
"Makaroff",27
"Malvalehto",27
"Mankisenmaa",27
"Mantonen",27
"Marsh",27
"Martinoff",27
"Martinsen",27
"Masko",27
"Mélart",27
"Metsäketo",27
"Metsätalo",27
"Mikonranta",27
"Mohseni",27
"Monthén",27
"Motin",27
"Muoniovaara",27
"Muotkavaara",27
"Murisoja",27
"Musku",27
"Mustikkakangas",27
"Muunoja",27
"Myllykallio",27
"Myllynpää",27
"Myrén",27
"Mäkelälammi",27
"Mäki-Kahma",27
"Mäkilaakso",27
"Mäkilehto",27
"Mäki-Ventelä",27
"Mällönen",27
"Männik",27
"Nakkinen",27
"Nazarov",27
"Niela",27
"Niemelin",27
"Nietola",27
"Nietosvaara",27
"Niittonen",27
"Nordkvist",27
"Norrlund",27
"Ohlson",27
"Oijala",27
"Ojaharju",27
"Ollinpoika",27
"Orte",27
"Ortela",27
"Oskarsson",27
"Ots",27
"Oukka",27
"Outavaara",27
"Owen",27
"Owens",27
"Paaskoski",27
"Pahkin",27
"Pahtaharju",27
"Pallaskallio",27
"Palminen",27
"Palsola",27
"Pantolin",27
"Parkman",27
"Parmanen",27
"Parvikoski",27
"Parvio",27
"Patomeri",27
"Paulo",27
"Paxal",27
"Pehu",27
"Peijari",27
"Peitsaho",27
"Peltokallio",27
"Pensasmaa",27
"Perä-Takala",27
"Pihlasto",27
"Piirola",27
"Pikanen",27
"Pikkukangas",27
"Pilkama",27
"Poikelin",27
"Porspakka",27
"Potinoja",27
"Purmola",27
"Purosalmi",27
"Pyhäjoki",27
"Pyrä",27
"Päri",27
"Raati",27
"Raikonen",27
"Raisanen",27
"Raitakivi",27
"Raitmaa",27
"Rajasilta",27
"Ranin",27
"Rantamölö",27
"Rasikannas",27
"Rautoja",27
"Rautsi",27
"Reinivuo",27
"Revo",27
"Riiki",27
"Rikander",27
"Rintasaari",27
"Ristikari",27
"Rivinen",27
"Romanainen",27
"Rosell",27
"Rulja",27
"Rytylä",27
"Rytövuori",27
"Saarivainio",27
"Saarno",27
"Sailola",27
"Saimala",27
"Sakkinen",27
"Salmisto",27
"Salonkari",27
"Sari",27
"Sarvas",27
"Saukola",27
"Savage",27
"Saviaho",27
"Savusalo",27
"Sederström",27
"Sertti",27
"Seväkivi",27
"Sigfridsson",27
"Siiriä",27
"Silmonen",27
"Siltola",27
"Sinimäki",27
"Sirkkunen",27
"Sitomaniemi",27
"Siukosaari",27
"Sivola",27
"Slätis",27
"Soinsaari",27
"Soltani",27
"Soratie",27
"Sorsamäki",27
"Steinberg",27
"Stockmakari",27
"Stordell",27
"Suur-Nuuja",27
"Suzuki",27
"Svenfors",27
"Syrilä",27
"Sälevä",27
"Särelä",27
"Särki",27
"Söderbäck",27
"Talarmo",27
"Talosela",27
"Tanhuansuu",27
"Tasso",27
"Taulaniemi",27
"Tausta",27
"Teiskonlahti",27
"Telekäinen",27
"Telsavaara",27
"Tenlenius",27
"Terkki",27
"Terva",27
"Tiger",27
"Tiirinki",27
"Tiltti",27
"Tkachenko",27
"Tola",27
"Tulasalo",27
"Tuomiaho",27
"Turvala",27
"Tuulenkari",27
"Tuuppa",27
"Untamo",27
"Urpinen",27
"Uurto",27
"Uusikauppila",27
"Vahera",27
"Wainikainen",27
"Vainikkala",27
"Vaintola",27
"Vaisto",27
"Valdén",27
"Valliluoto",27
"Wallinmaa",27
"Valsi",27
"Valu",27
"Varha",27
"Varhe",27
"Varjakoski",27
"Varkila",27
"Varsa",27
"Vaskimo",27
"Wathen",27
"Vaunuveräjä",27
"Vehmala",27
"Vehman",27
"Vehtari",27
"Weissenfelt",27
"Veitonmäki",27
"Velikainen",27
"Welroos",27
"Wennberg",27
"Verma",27
"Vienamo",27
"Viherväs",27
"Viiki",27
"Viippo",27
"Villgrén",27
"Visto",27
"Voionmaa",27
"Woivalin",27
"Volama",27
"von Haartman",27
"von Kraemer",27
"von Wright",27
"Vuorilampi",27
"Vähä-Karvia",27
"Vähämartti",27
"Vähämöttönen",27
"Värelä",27
"Yli-Jaakkola",27
"Yli-Kahila",27
"Yli-Kätkä",27
"Yli-Maunula",27
"Yli-Muilu",27
"Ylinen-Luopa",27
"Ylipalo",27
"Yli-Soini",27
"Ylitepsa",27
"Yski",27
"Åsnabrygg",27
"Örså",27
"Abshir",26
"Adow",26
"Aimo",26
"Airanne",26
"Ajomaa",26
"Akiola",26
"Akseli",26
"Aksoy",26
"Ala-Haavisto",26
"Ala-Härkönen",26
"Ala-Ikkelä",26
"Ala-Katara",26
"Ala-Kokkila",26
"Alapaholuoma",26
"Alihanka",26
"Alinikula",26
"Alisaari",26
"Aljasalo",26
"Al-Jumaili",26
"Ammondt",26
"Andtsjö",26
"Angerman",26
"Arifullen",26
"Arokoski",26
"Artjoki",26
"Arveli",26
"Arvilahti",26
"Asunto",26
"Atkins",26
"Aung",26
"Avola",26
"Bahne",26
"Bergkulla",26
"Bhatia",26
"Bhattarai",26
"Birkman",26
"Bjugg",26
"Björkwall",26
"Boedeker",26
"Boije",26
"Bonden",26
"Breitenstein",26
"Burgess",26
"Bärholm",26
"Cameron",26
"Carr",26
"Cedercreutz",26
"Celik",26
"Chrons",26
"Corin",26
"Dampha",26
"Djerf",26
"Egorov",26
"Eino",26
"Eliala",26
"Enfors",26
"Engelholm",26
"Enäsuo",26
"Ervelä",26
"Ervola",26
"Erämies",26
"Etelä-Aho",26
"Eurasto",26
"Everi",26
"Fehrmann",26
"Filippova",26
"Fleming",26
"Formisto",26
"Fridman",26
"Gao",26
"Gardiner",26
"Garner",26
"Goltz",26
"Griinari",26
"Gruner",26
"Haanmäki",26
"Haijanen",26
"Hailikari",26
"Halmeenmäki",26
"Hamarila",26
"Hamidi",26
"Hammami",26
"Hammond",26
"Hane",26
"Hankanen",26
"Hanssen",26
"Hari",26
"Harittu",26
"Harjunheimo",26
"Heikinoja",26
"Heikku",26
"Heilimö",26
"Helakallio",26
"Helmikkala",26
"Helpiölä",26
"Helvasto",26
"Hemberg",26
"Hendolin",26
"Hermas",26
"Herne",26
"Hess",26
"Hikman",26
"Hilakivi",26
"Hildebrand",26
"Hilla",26
"Hirvisuo",26
"Hoivassilta",26
"Hollmerus",26
"Hoppman",26
"Hovisilta",26
"Hoxell",26
"Hu",26
"Huggare",26
"Huhtaluhta",26
"Huhtiranta",26
"Huurtela",26
"Högander",26
"Iihola",26
"Iijalainen",26
"Ilvessuo",26
"Iman",26
"Ingelius",26
"Ingi",26
"Ingraeus",26
"Itälehto",26
"Itämetsä",26
"Jakala",26
"Jakobsen",26
"Jalova",26
"Jestola",26
"Jin",26
"Joenranta",26
"Jouhkimow",26
"Jouhtimäki",26
"Juden",26
"Juhajoki",26
"Jukko",26
"Juonoja",26
"Juuri-Oja",26
"Jyske",26
"Kaajakari",26
"Kaanela",26
"Kaatiala",26
"Kaatonen",26
"Kairisto",26
"Kaitfors",26
"Kaivolahti",26
"Kalsola",26
"Kamau",26
"Kanervio",26
"Kangashaka",26
"Kangas-Korhonen",26
"Kangaslahti",26
"Kaplan",26
"Karakas",26
"Karisola",26
"Karjarinta",26
"Karstikko",26
"Karuvaara",26
"Katajalaakso",26
"Katas",26
"Kaukolampi",26
"Kaukovuori",26
"Kauriinoja",26
"Kekko",26
"Kella",26
"Kellgren",26
"Kenraali",26
"Kesanto",26
"Keski-Hannula",26
"Khalif",26
"Kiansten",26
"Kieloniemi",26
"Kiramo",26
"Kirmo",26
"Kivakka",26
"Kiviholma",26
"Klink",26
"Kohmo",26
"Kohola",26
"Kolju",26
"Komsa",26
"Korell",26
"Korkeemaa",26
"Kormi",26
"Korpi-Seppälä",26
"Kortepohja",26
"Koskell",26
"Koskenvuori",26
"Koskunen",26
"Kotiniitty",26
"Kotkaslahti",26
"Kovaleva",26
"Krappala",26
"Kuhta",26
"Kukkakorpi",26
"Kukola",26
"Kummila",26
"Kumpulehto",26
"Kuneinen",26
"Kurjenluoma",26
"Kurjenmaa",26
"Kurman",26
"Kustila",26
"Kuusitunturi",26
"Kuutsuo",26
"Kuutvuori",26
"Kylmäperä",26
"Kytöluoto",26
"Könö",26
"Laajisto",26
"Laatta",26
"Lahdenoja",26
"Lahenmies",26
"Lahnalammi",26
"Lahtelin",26
"Laitervo",26
"Lane",26
"Langhed",26
"Larmo",26
"Lasila",26
"Latva-Korpela",26
"Lehtamo",26
"Leimala",26
"Leistola",26
"Leivonmäki",26
"Lenander",26
"Lerche",26
"Leukumaavaara",26
"Levonius",26
"Liang",26
"Likonen",26
"Linderoos",26
"Linnalaakso",26
"Little",26
"Lorentz",26
"Lorenz",26
"Lumento",26
"Luo",26
"Luotoharju",26
"Lusikka",26
"Luume",26
"Lähdesluoma",26
"Lövholm",26
"Lövsund",26
"Maasalmi",26
"Maimanen",26
"Majewski",26
"Malmio",26
"Malste",26
"Malviniemi",26
"Mannier",26
"Manselius",26
"Marikainen",26
"Markke",26
"Markola",26
"Marstio",26
"Matkoski",26
"Maurer",26
"Maurola",26
"Melantie",26
"Melasalmi",26
"Melonen",26
"Merihaara",26
"Merikko",26
"Mesiäislehto",26
"Metsätie",26
"Michelson",26
"Miikkola",26
"Miilunpalo",26
"Millaskangas",26
"Mirtti",26
"Mittilä",26
"Morales",26
"Morén",26
"Muhumud",26
"Mullola",26
"Mumin",26
"Mutlu",26
"Muurama",26
"Mäki-Fossi",26
"Mäki-Hokkonen",26
"Mäki-Patola",26
"Möltsi",26
"Möttölä",26
"Naappi",26
"Najafi",26
"Narvi",26
"Nertamo",26
"Nikanto",26
"Nikolov",26
"Nivalinna",26
"Nivell",26
"Norell",26
"Norgård",26
"Norrgran",26
"Norro",26
"Nouri",26
"Nurkkanen",26
"Nurmentaus",26
"Nurmos",26
"Nykamb",26
"Ojasti",26
"Okulov",26
"Orho",26
"Ormo",26
"Orsila",26
"Osolanus",26
"Otamo",26
"Outakoski",26
"Paasikannas",26
"Palkama",26
"Palkio",26
"Pallaskorpi",26
"Palmiola",26
"Palmulaakso",26
"Palmumaa",26
"Palovirta",26
"Palsio",26
"Paulasto",26
"Pekanpalo",26
"Pelasoja",26
"Perhiö",26
"Peräkangas",26
"Petäjävirta",26
"Piehl",26
"Pienipaavola",26
"Pistokoski",26
"Pohju",26
"Pollarikoski",26
"Poraharju",26
"Punamäki",26
"Punsar",26
"Puola",26
"Puolakkainen",26
"Puomio",26
"Puroaho",26
"Pyöriäinen",26
"Päiväpuro",26
"Pärkinen",26
"Pääjoki",26
"Pönniä",26
"Rahkama",26
"Rahkolin",26
"Raikula",26
"Rainamo",26
"Raivikko",26
"Rajalaakso",26
"Rajapolvi",26
"Rajava",26
"Rami",26
"Ramström",26
"Rankonen",26
"Rantakivi",26
"Rantasila",26
"Rantatorikka",26
"Rantoja",26
"Ratava",26
"Rautamo",26
"Rautaneva",26
"Reentie",26
"Reingoldt",26
"Renvaktar",26
"Rihkajärvi",26
"Riistaniemi",26
"Rinta-Korhonen",26
"Ristikartano",26
"Ristimaa",26
"Risula",26
"Ropilo",26
"Rouhikko",26
"Rounaja",26
"Routio",26
"Rovasalo",26
"Rumpu",26
"Ruoholahti",26
"Ruokoski",26
"Ruonamaa",26
"Ruonaniemi",26
"Ruonavaara",26
"Ruskeeniemi",26
"Rusula",26
"Rönnlöv",26
"Saajanaho",26
"Saarialho",26
"Saarva",26
"Saba",26
"Sadat",26
"Saksela",26
"Sallisalmi",26
"Salminiitty",26
"Salolainen",26
"Salo-Tuisku",26
"Sammela",26
"Sarajuuri",26
"Sarasoja",26
"Saunajoki",26
"Schulte",26
"Schütten",26
"Sepp",26
"Sheikh Musse",26
"Siberg",26
"Siebenberg",26
"Sievistö",26
"Siikakoski",26
"Siikaniva",26
"Siiro",26
"Silvius",26
"Siniaalto",26
"Sirkki",26
"Skaag",26
"Slant",26
"Smolsky",26
"Soidinaho",26
"Somerma",26
"Sopenperä",26
"Sopo",26
"Soramo",26
"Sorjamaa",26
"Soutua",26
"Sovisalo",26
"Stepanow",26
"Stevander",26
"Strander",26
"Strömman",26
"Ståhlhammar",26
"Sulanne",26
"Suneli",26
"Suojama",26
"Suotonen",26
"Suuluhta",26
"Suur-Näkki",26
"Swahne",26
"Sven",26
"Syrjätie",26
"Säkö",26
"Särmäharju",26
"Sävilammi",26
"Säynätkari",26
"Takkumäki",26
"Tallskog",26
"Talma",26
"Tammimetsä",26
"Tarujoki",26
"Tarvas",26
"Tauriala",26
"Tavikainen",26
"Teder",26
"Tekokoski",26
"Tervoja",26
"Tjeder",26
"Tohila",26
"Tohkanen",26
"Toijanen",26
"Tomi",26
"Tormilainen",26
"Torola",26
"Toukolehto",26
"Toukoniemi",26
"Toveri",26
"Trapp",26
"Tukkinen",26
"Tuohilampi",26
"Tuoreniemi",26
"Tuoresmäki",26
"Tuorilainen",26
"Tuppuri",26
"Turkkelin",26
"Täyränen",26
"Tönkyrä",26
"Törnberg",26
"Töttö",26
"Ukonsaari",26
"Uljens",26
"Ullberg",26
"Umpala",26
"Untola",26
"Usva",26
"Uusihanni",26
"Uusi-Kokko",26
"Uussilta",26
"Wacker",26
"Vaikonpää",26
"Vainola",26
"Vainoniemi",26
"Vaitomaa",26
"Walberg",26
"Vallinaho",26
"Vallunen",26
"Valokorpi",26
"Valtavirta",26
"Vanhainen",26
"Varesvuo",26
"Varhama",26
"Varje",26
"Varpamäki",26
"Varsell",26
"Warto",26
"Warvas",26
"Vasenkari",26
"Vass",26
"Vastola",26
"Vauto",26
"Wendt",26
"Ventilä",26
"Vestlin",26
"Vettenterä",26
"Widgrén",26
"Widman",26
"Vielma",26
"Viertorinne",26
"Wigell",26
"Viiankorpi",26
"Viitikka",26
"Wilkko",26
"Vilpakka",26
"Vincent",26
"Wires",26
"Virmala",26
"Visakoivu",26
"Vistilä",26
"With",26
"Vlasova",26
"Voittonen",26
"Volk",26
"von Alfthan",26
"von Koch",26
"von Zweygbergk",26
"Voss",26
"Wrang",26
"Vuolaspuro",26
"Wuolijoki",26
"Vuopionperä",26
"Vuorenhela",26
"Wuoristo",26
"Vuornos",26
"Värn",26
"Yli-Ketola",26
"Yli-Mutka",26
"Yli-Mäyry",26
"Ylisassi",26
"Yliskoski",26
"Ylitulkkila",26
"Yliviitala",26
"Ylälehto",26
"Ylätupa",26
"Ömossa",26
"Örri",26
"Aarnivuo",25
"Aavanen",25
"Ackman",25
"Ahllund",25
"Aho-Pynttäri",25
"Ahtoniemi",25
"Aineslahti",25
"Aitoaho",25
"Aksola",25
"Alakastari",25
"Ala-Kleme",25
"Ala-Paavola",25
"Alapekkala",25
"Alapiessa",25
"Ala-Ranta",25
"Ala-Sippola",25
"Alasorvari",25
"Albayrak",25
"Ali-Lekkala",25
"Ali-Melkkilä",25
"al-Itawa",25
"Al-Seiab",25
"Alvoittu",25
"Ansaranta",25
"Armfelt",25
"Aronsson",25
"Arpala",25
"Arpolahti",25
"Artukka",25
"Asiainen",25
"Asllani",25
"Aspola",25
"Aulasuo",25
"Bal",25
"Begu",25
"Beloff",25
"Bingham",25
"Blick",25
"Blohin",25
"Blumenthal",25
"Bock",25
"Boije af Gennäs",25
"Bomanson",25
"Bondfolk",25
"Braks",25
"Broder",25
"Broholm",25
"Brunnsberg",25
"Burtsoff",25
"Cao",25
"Carp",25
"Christodoulou",25
"Clement",25
"Çoban",25
"Cronstedt",25
"Das",25
"Dementjeff",25
"Dietz",25
"Dumani",25
"Eini",25
"Eiranto",25
"Ellala",25
"Eriksén",25
"Erinko",25
"Esposito",25
"Eteläsaari",25
"Etuaro",25
"Eura",25
"Fager-Pintilä",25
"Ferguson",25
"Filippov",25
"Finckenberg",25
"Flodin",25
"Fomkin",25
"Freese",25
"Frick",25
"Fridolfsson",25
"Gautam",25
"Gertsch",25
"Gholami",25
"Ginlund",25
"Grimm",25
"Grönhage",25
"Gullmes",25
"Gussander",25
"Gylén",25
"Haapakka",25
"Haasiomäki",25
"Hagi Farah",25
"Hakama",25
"Hakatie",25
"Hakava",25
"Hanell",25
"Hangaslahti",25
"Hankimo",25
"Hanson",25
"Hares",25
"Harms",25
"Harrila",25
"Harviala",25
"Hasila",25
"Hassila",25
"Hauninen",25
"Havi",25
"Heikell",25
"Heilakka",25
"Heinilehto",25
"Helisevä",25
"Heljomaa",25
"Helkearo",25
"Helsto",25
"Helvelahti",25
"Hendriks",25
"Hennola",25
"Hepojoki",25
"Hiiliaho",25
"Hiilivirta",25
"Hiiros",25
"Hillebrandt",25
"Hilvonen",25
"Hinds",25
"Home",25
"Hultgren",25
"Huopalahti",25
"Huovelin",25
"Hurtén",25
"Huseinovic",25
"Hutka",25
"Hymylä",25
"Hällberg",25
"Härönen",25
"Högholm",25
"Hörkkä",25
"Iilomo",25
"Iiponen",25
"Ilus",25
"Ioannou",25
"Isik",25
"Isopuro",25
"Ittonen",25
"Ivalo",25
"Jaaksola",25
"Jaloniemi",25
"Jarmas",25
"Jaskio",25
"Jassu",25
"Jimale",25
"Joki-Tokola",25
"Jungman",25
"Kaaresmaa",25
"Kaariste",25
"Kaaronen",25
"Kaatrakoski",25
"Kader",25
"Kaihlavirta",25
"Kainberg",25
"Kajanoja",25
"Kalkas",25
"Kalkkila",25
"Kalmanlehto",25
"Kalola",25
"Kalpala",25
"Kalteinen",25
"Kandén",25
"Kangasmuukko",25
"Kaplin",25
"Karhiniemi",25
"Karlakari",25
"Karpio",25
"Karras",25
"Karsimus",25
"Kasongo",25
"Kastemaa",25
"Kastu",25
"Kaufmann",25
"Kauri",25
"Keikko",25
"Kenni",25
"Keski-Opas",25
"Khanal",25
"Kihlberg",25
"Kiikko",25
"Kiriloff",25
"Kitusuo",25
"Kivialho",25
"Kivikytö",25
"Kivitie",25
"Kjällman",25
"Klytseroff",25
"Koivuluoto",25
"Kokkosuo",25
"Kolonen",25
"Koppila",25
"Korpipää",25
"Kosma",25
"Kourujärvi",25
"Kraappa",25
"Krakau",25
"Kroksjö",25
"Kruusi",25
"Kukkasjärvi",25
"Kukkura",25
"Kulhua",25
"Kummel",25
"Kunnamo",25
"Kuoppasalmi",25
"Kurkivuori",25
"Kuusenaho",25
"Kylä",25
"Kyykkä",25
"Kärsämänoja",25
"Laaksonlaita",25
"Lagerkrans",25
"Lagerlöf",25
"Lahnamaa",25
"Lahtivesi",25
"Laidinen",25
"Lampiaho",25
"Lankia",25
"Larkka",25
"Larma",25
"Larres",25
"Latva-Mäenpää",25
"Latva-Pukkila",25
"Launiemi",25
"Lauttalammi",25
"Lavapuro",25
"Lehmunen",25
"Lehterä",25
"Lehtiheimo",25
"Leijavuori",25
"Leimuvirta",25
"Leistiö",25
"Lejon",25
"Lemminkäinen",25
"Lempeä",25
"Lentolehto",25
"Lettosunti",25
"Lidström",25
"Lievetmursu",25
"Liinpää",25
"Lindmark",25
"Lindwall",25
"Linnakylä",25
"Linne",25
"Lithonius",25
"Litola",25
"Litsilä",25
"Livson",25
"Ljetoff",25
"Ljokkoi",25
"Loimu",25
"Lopina",25
"Louhesto",25
"Loukeinen",25
"Lounaskorpi",25
"Lounavuori",25
"Lumikari",25
"Lundbom",25
"Luodemäki",25
"Luolamo",25
"Luoma-Kyyny",25
"Luomansivu",25
"Luotoniemi",25
"Lähtölä",25
"Maavuori",25
"Malmiaho",25
"Malms",25
"Malvisto",25
"Mannola",25
"Martio",25
"Matokangas",25
"Matvejeff",25
"Mehtovuori",25
"Melart",25
"Mellenius",25
"Merontausta",25
"Metsäniemi",25
"Miettola",25
"Miihkinen",25
"Millner",25
"Mokka",25
"Molina",25
"Munde",25
"Murtokangas",25
"Musturi",25
"Myhkyrä",25
"Myyrinmaa",25
"Mäenmaa",25
"Mäentakanen",25
"Mäkikalli",25
"Mäki-Rahkola",25
"Naumi",25
"Nenye",25
"Nicholls",25
"Niiniranta",25
"Niippa",25
"Niittyranta",25
"Nikkarla",25
"Nikkeri",25
"Nivajärvi",25
"Nordensved",25
"Norjamäki",25
"Norkio",25
"Nummiranta",25
"Nurmonen",25
"Nutikka",25
"Nybjörk",25
"Oikuri",25
"Ola",25
"Oral",25
"Orama",25
"Oresmaa",25
"Orpo",25
"Orrensalo",25
"O'Sullivan",25
"Ourila",25
"Paijola",25
"Pajakoski",25
"Pakomaa",25
"Paksunen",25
"Parisaari",25
"Park",25
"Parkas",25
"Parm",25
"Patovisti",25
"Pearson",25
"Pellosniemi",25
"Pengerkoski",25
"Perera",25
"Periniva",25
"Petäjäaho",25
"Pieksämäki",25
"Pietilänaho",25
"Pietinhuhta",25
"Pihlamaa",25
"Pihlhjerta",25
"Pikander",25
"Pinnioja",25
"Pohjankukka",25
"Pohjus",25
"Polvikoski",25
"Pomppu",25
"Potasev",25
"Primietta",25
"Prinkkala",25
"Prinssi",25
"Pruuki",25
"Puolanen",25
"Purovesi",25
"Pussi",25
"Pykäläniemi",25
"Pylvinen",25
"Pyyhkälä",25
"Qvisén",25
"Raikas",25
"Raitolampi",25
"Raitonen",25
"Rajakko",25
"Rajanummi",25
"Rantaniva",25
"Ranta-Panula",25
"Rautasuo",25
"Rauvanto",25
"Reijomaa",25
"Reinamo",25
"Reinistö",25
"Rekomaa",25
"Reunila",25
"Riisalo",25
"Riitahuhta",25
"Rinta-Kanto",25
"Rintapää",25
"Rista",25
"Riukulehto",25
"Rmah",25
"Roivio",25
"Rosin",25
"Rossilahti",25
"Rostamo",25
"Rothovius",25
"Rothström",25
"Rouvala",25
"Ruuhikorpi",25
"Råstu",25
"Rähmönen",25
"Räävi",25
"Saarenkoski",25
"Saarenkylä",25
"Saarteinen",25
"Sahramo",25
"Salkunen",25
"Salmenniemi",25
"Salomies",25
"Sanela",25
"Santajoki",25
"Santamala",25
"Saonegin",25
"Saramaa",25
"Sarasti",25
"Saravo",25
"Saukkomaa",25
"Sayed",25
"Schuravleff",25
"Sekhon",25
"Seliö",25
"Selkimäki",25
"Selviranta",25
"Siilasvuo",25
"Sildén",25
"Siljala",25
"Silvasvuori",25
"Silvén",25
"Simu",25
"Sirkkilä",25
"Smedslund",25
"Soivuori",25
"Sollman",25
"Solvin",25
"Somiska",25
"Sommer",25
"Sopola",25
"Soponen",25
"Sotavalta",25
"Sovala",25
"Stig",25
"Sträng",25
"Suitiala",25
"Sulanen",25
"Sulkamo",25
"Suma",25
"Sumentola",25
"Sumkin",25
"Sundäng",25
"Suomensalo",25
"Suomento",25
"Svanljung",25
"Svennas",25
"Särkisilta",25
"Särkiö",25
"Sävelkoski",25
"Säynätjoki",25
"Sääkslahti",25
"Taivalaho",25
"Takalokastari",25
"Takatupa",25
"Tandefelt",25
"Taneli",25
"Tarrimaa",25
"Taulio",25
"Teerialho",25
"Tenetz",25
"Teponoja",25
"Teräsaho",25
"Thomé",25
"Ticklén",25
"Tiihamäki",25
"Tiittula",25
"Tjukanov",25
"Touhunen",25
"Traore",25
"Tucker",25
"Tuomaila",25
"Tuomisoja",25
"Tyster",25
"Tyystjärvi",25
"Ullgrén",25
"Unnbom",25
"Unonius",25
"Uusi-Hakala",25
"Uusi-Hakimo",25
"Uuskartano",25
"Vaajakivi",25
"Vaalgamaa",25
"Wade",25
"Vahertimo",25
"Vaimala",25
"Vainik",25
"Valanta",25
"Valkeasuo",25
"Valkendorff",25
"Vallasvuo",25
"Warjus",25
"Vartama",25
"Wedenoja",25
"Vehmaskoski",25
"Weissmann",25
"Weiste",25
"Vennerström",25
"Verkama",25
"Vesikkala",25
"Vesioja",25
"Vestberg",25
"Vestenius",25
"Westersten",25
"Vestin",25
"Vetämäjärvi",25
"Viantie",25
"Viertamo",25
"Vihattula",25
"Viheriälehto",25
"Viherkanto",25
"Vihtiälä",25
"Viiltola",25
"Viira",25
