"Etunimi","Lukumäärä"
"Brooke",18
"Celestine",18
"Chatrine",18
"Christiansdotter",18
"Danika",18
"Dianna",18
"Diina",18
"Dorthy",18
"Drita",18
"Eija-Maria",18
"Ejvor",18
"Ekaterini",18
"Ellariina",18
"Ella-Roosa",18
"Emma-Julia",18
"Emmalotta",18
"Emmi-Leena",18
"Emmilotta",18
"Emmi-Riikka",18
"Enrica",18
"Evamaria",18
"Eva-Riitta",18
"Eylül",18
"Fanni-Sofia",18
"Fanny-Maria",18
"Fariba",18
"Githa",18
"Grazyna",18
"Hadi",18
"Hamida",18
"Hanna-Helena",18
"Hanna-Lena",18
"Hanna-Lotta",18
"Harriette",18
"Havina",18
"Hayder",18
"Heleni",18
"Helmililja",18
"Hennika",18
"Hero",18
"Heta-Maria",18
"Hillamaria",18
"Ikhlaas",18
"Ilse-Maj",18
"Ina-Maria",18
"Inga-Maj",18
"Irja-Leena",18
"Jaana-Kaisa",18
"Jabbar",18
"Jadele",18
"Jenna-Juulia",18
"Jenni-Julia",18
"Jippu",18
"Juhanintytär",18
"Julienne",18
"Jun",18
"Kaisa-Reetta",18
"Kathrina",18
"Katina",18
"Katja-Maaria",18
"Kaya",18
"Kirke",18
"Klarissa",18
"Konstantina",18
"Kristiana",18
"Ksenja",18
"Liljan",18
"Lora",18
"Lorna",18
"Louhi",18
"Lu",18
"Lucille",18
"Luminea",18
"Lumi-Tuulia",18
"Maie",18
"Maisie",18
"Malene",18
"Marcelle",18
"Marfa",18
"Maria-Elina",18
"Marie-Anne",18
"Mari-Hannele",18
"Marja-Tuulikki",18
"Meela",18
"Meemi",18
"Melania",18
"Meredith",18
"Merida",18
"Meriitta",18
"Merili",18
"Merva",18
"Mia-Riitta",18
"Miita",18
"Mija",18
"Mileena",18
"Milo",18
"Milvi",18
"Minna-Sisko",18
"Mirja-Maija",18
"Miro",18
"Mirve",18
"Miski",18
"Muhamed",18
"Mumin",18
"Nala",18
"Neeta",18
"Nella-Maria",18
"Nelliina",18
"Nelmi",18
"Neri",18
"Oilikki",18
"Piipa",18
"Pikka",18
"Pricella",18
"Rahaf",18
"Rawan",18
"Reija-Liisa",18
"Ritvaliisa",18
"Roine",18
"Romina",18
"Rosella",18
"Ruweyda",18
"Saija-Liisa",18
"Saija-Maria",18
"Salih",18
"Salla-Kaisa",18
"Salla-Sofia",18
"Sanela",18
"Sannimari",18
"Sarafina",18
"Sara-Tuulia",18
"Satu-Lotta",18
"Sevda",18
"Shira",18
"Shqipe",18
"Sierra",18
"Sila",18
"Sindy",18
"Sinimarja",18
"Sini-Orvokki",18
"Sinivuokko",18
"Soledad",18
"Suvikki",18
"Suvi-Kukka",18
"Syksy",18
"Synnove",18
"Taila",18
"Teela",18
"Teija-Riitta",18
"Terttuli",18
"Tessi",18
"Thua",18
"Tiina-Maarit",18
"Timea",18
"Tira",18
"Toussainte",18
"Tram",18
"Tuong",18
"Tuyen",18
"Ulla-Helena",18
"Ullariikka",18
"Walma",18
"Wanessa",18
"Varpu-Liisa",18
"Vjollca",18
"Yin",18
"Yousif",18
"Özlem",18
"A",17
"Aaliya",17
"Abdulrahman",17
"Adama",17
"Adwoa",17
"Agneetta",17
"Aino-Maaria",17
"Albana",17
"Alecia",17
"Aleena",17
"Alekseevna",17
"Alwa",17
"Ambrosia",17
"Amila",17
"Anna-Eveliina",17
"Annalotta",17
"Anna-Marika",17
"Anne-Kristina",17
"Annikaisa",17
"Anselmiina",17
"Anwar",17
"Asmin",17
"Avalon",17
"Ave",17
"Bambi",17
"Barita",17
"Béatrice",17
"Beth",17
"Britt-Helen",17
"Caramia",17
"Catriona",17
"Cécilia",17
"Chanelle",17
"Dara",17
"Deeqa",17
"Deeqo",17
"Despina",17
"Dila",17
"Divine",17
"Eha",17
"Eli",17
"Elouise",17
"Elwa",17
"Elwiira",17
"Emiina",17
"Emira",17
"Era",17
"Eudokia",17
"Evastina",17
"Ewelina",17
"Farzana",17
"Federica",17
"Felicity",17
"Filiz",17
"Fitore",17
"Florencia",17
"Francilia",17
"Francoise",17
"Friia",17
"Gertrude",17
"Gianna",17
"Gullvi",17
"Hanna-Reeta",17
"Hava",17
"Heidi-Maarit",17
"Helmi-Lotta",17
"Heta-Liisa",17
"Hila",17
"Iina-Mari",17
"Ikhlas",17
"Ikraan",17
"Inga-Lisa",17
"Ing-Marie",17
"Inke",17
"Jaana-Mari",17
"Jayne",17
"Jelizaveta",17
"Jesmina",17
"Jimena",17
"Jolanta",17
"Jona",17
"Juan",17
"Juhani",17
"Julienna",17
"Julita",17
"Juuli-Anna",17
"Juuni",17
"Kadi",17
"Karma",17
"Kawsar",17
"Kirstiina",17
"Kreta",17
"Laetitia",17
"Lamia",17
"Larin",17
"Laura-Leena",17
"Lea-Liisa",17
"Lian",17
"Liina-Maija",17
"Lija",17
"Liliann",17
"Livian",17
"Liya",17
"Liyana",17
"Lotta-Maija",17
"Luminka",17
"Maininki",17
"Margrethe",17
"Marigona",17
"Marinna",17
"Markareeta",17
"Márta",17
"Maxima",17
"Melani",17
"Mélanie",17
"Meral",17
"Milja-Maaria",17
"Millamaria",17
"Minna-Kaarina",17
"Minttumaaria",17
"Minttu-Mari",17
"Miria",17
"Misella",17
"Nadira",17
"Nadiya",17
"Nea-Emilia",17
"Niina-Riikka",17
"Nikoletta",17
"Nina-Maarit",17
"Octavia",17
"Oliivia",17
"Pellava",17
"Piia-Liisa",17
"Piija",17
"Pirjo-Sisko",17
"Ranghild",17
"Reeta-Kaisa",17
"Regiina",17
"Riona",17
"Ritva-Anneli",17
"Rosa-Mari",17
"Runa-Lisa",17
"Sabiina",17
"Sadio",17
"Safaa",17
"Safi",17
"Saga-Maria",17
"Saido",17
"Saleh",17
"Samuel",17
"Satu-Kaarina",17
"Satumaria",17
"Seraphina",17
"Shire",17
"Sirina",17
"Sofiya",17
"Sofya",17
"Suha",17
"Tarja-Helena",17
"Terhi-Tuulia",17
"Tetyana",17
"Tiinaliisa",17
"Timna",17
"Tomasdotter",17
"Toni",17
"Tordis",17
"Tracy",17
"Trude",17
"Tytteli",17
"Walborg",17
"Wangui",17
"Vanni",17
"Veera-Sofia",17
"Vianna",17
"Viljaana",17
"Virpi-Leena",17
"Vlada",17
"Yasin",17
"Yuki",17
"Abdirahim",16
"Abdiwali",16
"Afnan",16
"Akram",16
"Alita",16
"Allida",16
"Alvi",16
"Alviira",16
"Amarachi",16
"Amélia",16
"Aminda",16
"Amino",16
"Anerva",16
"Anesa",16
"Anessa",16
"Anila",16
"Annalea",16
"Annalena",16
"Anna-Matilda",16
"Anne-Britt",16
"Annely",16
"Annett",16
"Annetta",16
"Anni-Marja",16
"Anni-Riikka",16
"Annuka",16
"Ansku",16
"Anthea",16
"Anu-Susanna",16
"Anzelika",16
"Ariadna",16
"Arisa",16
"Arlena",16
"Auvo",16
"Aveliina",16
"Awil",16
"Aye",16
"Basma",16
"Betina",16
"Blerina",16
"Bridget",16
"Caritta",16
"Caro",16
"Carole",16
"Clary-Ann",16
"Cordelia",16
"Dan",16
"Dmitrievna",16
"Dorcas",16
"Eija-Sisko",16
"Elli-Ilona",16
"Elnaz",16
"Emmeline",16
"Enea",16
"Essi-Emilia",16
"Essiina",16
"Éva",16
"Evanna",16
"Evilda",16
"Fanniina",16
"Farhio",16
"Feelia",16
"Filsan",16
"Fransisca",16
"Fu",16
"Gillian",16
"Gisele",16
"Gracia",16
"Gunn-Maj",16
"Hala",16
"Hamda",16
"Heba",16
"Heidi-Maaria",16
"Helia",16
"Hendrika",16
"Hennariina",16
"Hilpe",16
"Iida-Elina",16
"Ikra",16
"Imane",16
"Indiana",16
"Inka-Liisa",16
"Iza",16
"Jaana-Marja",16
"Jadelina",16
"Jadette",16
"Jadwiga",16
"Jara",16
"Jeela",16
"Jenna-Riina",16
"Johanna-Maria",16
"Jolana",16
"Jolene",16
"Josefa",16
"Josie",16
"Juana",16
"Julanda",16
"Kaila",16
"Kairi",16
"Kaisla-Maria",16
"Kaltrina",16
"Katja-Marika",16
"Kirsi-Marjo",16
"Klea",16
"Kristal",16
"Lada",16
"Larysa",16
"Lavin",16
"Laxmi",16
"Leela",16
"Leenakaisa",16
"Leili",16
"Leonidovna",16
"Liisamaria",16
"Lisi",16
"Ljuba",16
"Lottaliina",16
"Lucía",16
"Maarikka",16
"Maaru",16
"Maija-Riikka",16
"Maijastina",16
"Maina",16
"Maj-Helen",16
"Maral",16
"Mari-Annukka",16
"Maria-Teresa",16
"Mariika",16
"Marileena",16
"Marja-Hannele",16
"Merelle",16
"Merena",16
"Mia-Sofia",16
"Milga",16
"Militza",16
"Mirana",16
"Miya",16
"Mo",16
"Mohamoud",16
"Mollie",16
"Mukhtar",16
"Mumtaz",16
"Muriel",16
"Nadin",16
"Neea-Maria",16
"Nela",16
"Nicoleta",16
"Niitty",16
"Nikole",16
"Nilsdotter",16
"Olessia",16
"Olofsdotter",16
"Oona-Emilia",16
"Oona-Sofia",16
"Patriicia",16
"Pavlovna",16
"Pelagea",16
"Petranella",16
"Pian",16
"Pike",16
"Pilke",16
"Pipariina",16
"Pirke",16
"Päivi-Leena",16
"Rahima",16
"Reem",16
"Reetta-Mari",16
"Réka",16
"Ria-Maria",16
"Riham",16
"Riikkaliisa",16
"Riitta-Helena",16
"Riitta-Kaarina",16
"Rika",16
"Rosa-Emilia",16
"Rosa-Maaria",16
"Rosette",16
"Saara-Mari",16
"Saaramaria",16
"Salla-Maaret",16
"Sane",16
"Sanni-Kaisa",16
"Sari-Leena",16
"Satu-Hannele",16
"Say",16
"Seda",16
"Seri",16
"Shakira",16
"Shams",16
"Shilan",16
"Sibylla",16
"Sievi",16
"Sigrun",16
"Silja-Sofia",16
"Simin",16
"Sinea",16
"Sirkku-Leena",16
"Sita",16
"Sofiella",16
"Susie",16
"Taria",16
"Taylor",16
"Terésa",16
"Tirlittan",16
"Tone",16
"Valeriya",16
"Veina",16
"Via",16
"Viana",16
"Xue",16
"Yasmeen",16
"Yassin",16
"Zilan",16
"Zita",16
"Aadaliina",15
"Aalo",15
"Abdulqadir",15
"Achieng",15
"Adelyn",15
"Adjoa",15
"Agneeta",15
"Aia",15
"Aija-Riitta",15
"Aina-Maria",15
"Aissa",15
"Akosua",15
"Ala",15
"Almas",15
"Almina",15
"Ammi",15
"Anabella",15
"Andra",15
"Aneta",15
"Anna-Carin",15
"Anna-Ilona",15
"Anna-Pia",15
"Ann-Cristine",15
"Anne-Kaisa",15
"Anne-Marjatta",15
"Annemo",15
"Anne-Sisko",15
"Ann-Gret",15
"Anni-Liisa",15
"Annilotta",15
"Ann-Maarit",15
"Annuliina",15
"Annuska",15
"Anouk",15
"Anzhela",15
"Ara",15
"Atlanta",15
"Auruura",15
"Azadeh",15
"Babette",15
"Borghild",15
"Chanette",15
"Christabel",15
"Christianne",15
"Christie",15
"Clementine",15
"Corina",15
"Daga",15
"Daud",15
"Derin",15
"Dima",15
"Dimitrova",15
"Donika",15
"Duong",15
"Ebru",15
"Eemil",15
"Eeva-Reetta",15
"Eevi-Maria",15
"Elita",15
"Ella-Kaisa",15
"Elleni",15
"Elsbet",15
"Elvy",15
"Emanuela",15
"Emile",15
"Emma-Reetta",15
"Eppu",15
"Erla",15
"Eulaalia",15
"Eva-Leena",15
"Fabiola",15
"Farhiya",15
"Fartuun",15
"Fina",15
"Frieda",15
"Gul",15
"Gustaava",15
"Gül",15
"Hameed",15
"Hanaa",15
"Hanad",15
"Hanna-Karoliina",15
"Hanna-Pauliina",15
"Hannariina",15
"Hanne-Leena",15
"Hansdotter",15
"Hatem",15
"Hebe",15
"Heléna",15
"Henna-Reetta",15
"Henrikka",15
"Hermiina",15
"Heta-Maija",15
"Hilal",15
"Hilla-Mari",15
"Hintriikka",15
"Håkansdotter",15
"Iita-Maria",15
"Ildikó",15
"Ileana",15
"Ismael",15
"Jaqueline",15
"Jasemin",15
"Jena",15
"Jenni-Leena",15
"Jenny-Sofia",15
"Jillian",15
"Jutta-Maria",15
"Kaika",15
"Kaintytär",15
"Kaisa-Maaria",15
"Kaisa-Riitta",15
"Kamil",15
"Keesia",15
"Khadijah",15
"Kristianna",15
"Laini",15
"Lakshmi",15
"Laurel",15
"Leelia",15
"Leina",15
"Leonilla",15
"Liini",15
"Liisa-Marja",15
"Linda-Lotta",15
"Linda-Sofia",15
"Lotta-Kaisa",15
"Luljeta",15
"Luminia",15
"Lumnije",15
"Lyyra",15
"Ma",15
"Maareta",15
"Maija-Elina",15
"Mallu",15
"Marghita",15
"Mariantytär",15
"Marie-Helene",15
"Marie-Sofie",15
"Mariisa",15
"Maru",15
"Marus",15
"Maryann",15
"Meg",15
"Merja-Hannele",15
"Mette-Maarit",15
"Mia-Maarit",15
"Mikaeela",15
"Miliza",15
"Milla-Maarit",15
"Mine",15
"Minnami",15
"Mirca",15
"Mireka",15
"Mirjaliisa",15
"Mirka-Maria",15
"Moana",15
"Muhiadin",15
"Naava",15
"Nataly",15
"Nena",15
"Nini",15
"Noela",15
"Noëlle",15
"Orla",15
"Orvo",15
"Ottiliana",15
"Pella",15
"Persdotter",15
"Pertintytär",15
"Peter",15
"Pinar",15
"Piparminttu",15
"Pirkko-Riitta",15
"Pirpa",15
"Prisca",15
"Rachelle",15
"Rama",15
"Rida",15
"Riina-Liisa",15
"Rima",15
"Rolfsdotter",15
"Rosiina",15
"Ruusunnuppu",15
"Saania",15
"Saara-Lotta",15
"Safiina",15
"Safiye",15
"Sahara",15
"Saija-Riikka",15
"Samina",15
"Samra",15
"Samuela",15
"Sandi",15
"Sandra-Sofia",15
"Sanna-Sofia",15
"Sarafiina",15
"Sara-Julia",15
"Saralia",15
"Sara-Lotta",15
"Sari-Maria",15
"Selmi",15
"Semra",15
"Senita",15
"Senobia",15
"Seren",15
"Serenella",15
"Shu",15
"Sig-Britt",15
"Sinem",15
"Sinervo",15
"Sinikukka",15
"Sini-Päivikki",15
"Sinitta",15
"Sofia-Maria",15
"Soheila",15
"Suraya",15
"Suvi-Johanna",15
"Taru-Maija",15
"Taru-Maria",15
"Tepontytär",15
"Teres",15
"Teresita",15
"Terje",15
"Thuong",15
"Tia-Mari",15
"Tida",15
"Tiia-Maaria",15
"Tiina-Tuulia",15
"Tina-Maria",15
"Tuuva",15
"Ulla-Kristina",15
"Ulla-May",15
"Ulla-Pia",15
"Ulla-Sisko",15
"Urve",15
"Vanilia",15
"Vera-Maria",15
"Weronica",15
"Willa",15
"Vinja",15
"Virpa",15
"Vivi-Anne",15
"Viviikka",15
"Vu",15
"Xiu",15
"Yaa",15
"Yelena",15
"Zarina",15
"Zena",15
"Zlata",15
"Zsófia",15
"Zuzanna",15
"Aale",14
"Abdulahi",14
"Áile",14
"Aino-Riitta",14
"Aino-Sisko",14
"Aleksi",14
"Alja",14
"Allis",14
"Alya",14
"Ameli",14
"Amir",14
"Angelita",14
"Angie",14
"Aniara",14
"Anna-Inkeri",14
"Anna-Lyydia",14
"Anna-Mariia",14
"Anne-Katariina",14
"Annita",14
"Ann-Jeanette",14
"Ann-Len",14
"Ansela",14
"Anseliina",14
"Anu-Maaria",14
"Aulona",14
"Aurelie",14
"Auringonkukka",14
"Avena",14
"Ayana",14
"Baran",14
"Be",14
"Bia",14
"Billie",14
"Biret",14
"Cataleya",14
"Cathy",14
"Catriina",14
"Chen",14
"Dakota",14
"Deanna",14
"Decire",14
"Delilah",14
"Delphine",14
"Denisa",14
"Doreen",14
"Dorina",14
"Eeva-Inkeri",14
"Eeva-Maaria",14
"Eirin",14
"Eléonore",14
"Elga",14
"Ellika",14
"Else-Mai",14
"Emese",14
"Emiliana",14
"Ertta",14
"Erva",14
"Eva-Christina",14
"Eva-Kristina",14
"Eva-Marja",14
"Evelyne",14
"Fahmo",14
"Familia",14
"Fathi",14
"Felia",14
"Felice",14
"Feodosia",14
"Finja",14
"Friederike",14
"Guadalupe",14
"Gulnara",14
"Gwen",14
"Habib",14
"Haidar",14
"Hanifa",14
"Hanna-Kaija",14
"Hanna-Lea",14
"Hanna-Sisko",14
"Hedi",14
"Hedy",14
"Heli-Riitta",14
"Helma",14
"Helmiida",14
"Helmi-Ilona",14
"Helmi-Riitta",14
"Henna-Emilia",14
"Henrintytär",14
"Hilla-Marja",14
"Hinda",14
"Ida-Amanda",14
"Iida-Kaisa",14
"Iidamari",14
"Iina-Maija",14
"Ikraam",14
"Imelda",14
"Inci",14
"Inka-Maaria",14
"Inka-Sofia",14
"Irma-Leena",14
"Ivonne",14
"Izabell",14
"Jadelia",14
"Janeta",14
"Janiela",14
"Janka",14
"Jarlsdotter",14
"Jarmila",14
"Jasim",14
"Jay",14
"Jazmin",14
"Jenilla",14
"Jennamiia",14
"Jerita",14
"Jesse",14
"Jonna-Julia",14
"Joosefiina",14
"Juhanantytär",14
"Junie",14
"Juniper",14
"Kati-Susanna",14
"Katja-Helena",14
"Katja-Liisa",14
"Katri-Johanna",14
"Keth",14
"Ketsia",14
"Khadijo",14
"Khalil",14
"Kirsti-Kaarina",14
"Kristiin",14
"Kylie",14
"Lani",14
"Laulikki",14
"Laura-Mari",14
"Leya",14
"Lili-Ann",14
"Lois",14
"Loreta",14
"Ludmilla",14
"Ma.",14
"Madelén",14
"Madeléne",14
"Mafalda",14
"Magnolia",14
"Maijukka",14
"Maj-Leena",14
"Manaal",14
"Mansi",14
"Maram",14
"Marga",14
"Margerita",14
"Margurite",14
"Mariem",14
"Mari-Helen",14
"Marjo-Riina",14
"Maruska",14
"Matroona",14
"Meerika",14
"Meli",14
"Melica",14
"Melitta",14
"Mena",14
"Merjem",14
"Michael",14
"Michal",14
"Mielo",14
"Milada",14
"Milene",14
"Miliana",14
"Milly",14
"Minca",14
"Minna-Elina",14
"Minna-Marjaana",14
"Minna-Susanna",14
"Mirena",14
"Mirina",14
"Mursal",14
"Nadina",14
"Najah",14
"Nasteeho",14
"Natallia",14
"Nefeli",14
"Neili",14
"Neo",14
"Netta-Maria",14
"Nica",14
"Nicita",14
"Nikol",14
"Nnenna",14
"Onnea",14
"Oskari",14
"Papu",14
"Patience",14
"Pia-Johanna",14
"Pia-Marie",14
"Pia-Marja",14
"Piri",14
"Rachida",14
"Rahman",14
"Raunontytär",14
"Razia",14
"Reena",14
"Reeta-Mari",14
"Reetriikka",14
"Riija",14
"Riikka-Johanna",14
"Riikka-Maaria",14
"Ritu",14
"Roosa-Maija",14
"Rosa-Linda",14
"Rosana",14
"Rufina",14
"Saabiriin",14
"Sabirin",14
"Sadat",14
"Sadehelmi",14
"Salam",14
"Sallamaaria",14
"Salla-Tuulia",14
"Sallima",14
"Sanaz",14
"Sannaliisa",14
"Sanna-Riina",14
"Sannika",14
"Sanni-Maija",14
"Saraste",14
"Sarra",14
"Satu-Elina",14
"Selen",14
"Seline",14
"Serita",14
"Setareh",14
"Severina",14
"Seyedeh",14
"Shahnaz",14
"Sheima",14
"Shukrije",14
"Signild",14
"Silja-Riitta",14
"Sumeja",14
"Synnevi",14
"Tea-Maria",14
"Tesla",14
"Thora",14
"Thy",14
"Tiia-Maarit",14
"Tiia-Mariia",14
"Tikva",14
"Titta-Riina",14
"To",14
"Towe",14
"Tuli",14
"Ulla-Maaria",14
"Ullrika",14
"Vadelmiina",14
"Vailet",14
"Vaili",14
"Valonia",14
"Valpori",14
"Wangari",14
"Vesna",14
"Vilde",14
"Viri",14
"Wiveca",14
"Wiveka",14
"Vlora",14
"Yasmiin",14
"Zoë",14
"Zoey",14
"Aarla",13
"Aarni",13
"Abdishakur",13
"Afia",13
"Afrodite",13
"Aino-Helena",13
"Akira",13
"Aleftina",13
"Aleida",13
"Aleksejevna",13
"Alide",13
"Aliide",13
"Aliisia",13
"Alissia",13
"Amaliina",13
"Ancelina",13
"Andeliina",13
"Anet",13
"Angelia",13
"Anida",13
"Anine",13
"Anisia",13
"Anjatta",13
"Anna-Juulia",13
"Ann-Christina",13
"Anni-Julia",13
"Annu-Maria",13
"Ann-Viol",13
"Anrika",13
"Antigona",13
"Anttoniina",13
"Anu-Johanna",13
"Anu-Liina",13
"Anuriikka",13
"Anvi",13
"Anzela",13
"Araya",13
"Arwa",13
"Asrin",13
"Asya",13
"Avesta",13
"Ayomide",13
"Bashiir",13
"Batool",13
"Belma",13
"Benina",13
"Besarta",13
"Brita-Lisa",13
"Caren",13
"Charlie",13
"Chatrin",13
"Christell",13
"Dahabo",13
"Daphne",13
"Darlene",13
"Debbie",13
"Della",13
"Didem",13
"Diellza",13
"Diep",13
"Diona",13
"Dona",13
"Dorthe",13
"Dounia",13
"Eeni",13
"Efua",13
"Eh",13
"Eila-Maria",13
"Eirene",13
"Elaisa",13
"Eléna",13
"Elinore",13
"Ella-Riina",13
"Elsiina",13
"Elvine",13
"Emiliia",13
"Emma-Karoliina",13
"Emma-Noora",13
"Emmanuela",13
"Emmeliina",13
"Emriikka",13
"Engeliina",13
"Enisa",13
"Enni-Lotta",13
"Essi-Lotta",13
"Eva-Britt",13
"Eveli",13
"Farahnaz",13
"Farhana",13
"Fatuma",13
"Filomena",13
"Fjolla",13
"Ganimete",13
"Georgieva",13
"Gerli",13
"Giada",13
"Glenda",13
"Graciela",13
"Gunne-Maj",13
"Habibo",13
"Haddy",13
"Hania",13
"Hanna-Emilia",13
"Hannastiina",13
"Hanna-Tuulia",13
"Hanne-Marie",13
"Havanna",13
"Heddy",13
"Heidi-Marika",13
"Heidi-Susanna",13
"Heilimä",13
"Helja",13
"Helleka",13
"Helme",13
"Helmi-Lilja",13
"Henna-Sofia",13
"Hentriikka",13
"Hibaq",13
"Hillamari",13
"Hosna",13
"Hristova",13
"Ida-Elina",13
"Ida-Julia",13
"Ieva",13
"Iida-Maaria",13
"Iina-Lotta",13
"Ilda",13
"Ineza",13
"Ingebritt",13
"Ing-Maj",13
"Ippa",13
"Ivanna",13
"Jaael",13
"Jahan",13
"Janett",13
"Jannat",13
"Jeniina",13
"Jenna-Sofia",13
"Jenni-Elina",13
"Jerica",13
"Jette",13
"Jitta",13
"Jordan",13
"Jormantytär",13
"Julieta",13
"Juliska",13
"Justyna",13
"Jytte",13
"Kaaren",13
"Kaija-Maija",13
"Kaili",13
"Kaire",13
"Kaisa-Elina",13
"Kaisa-Reeta",13
"Kaisu-Liisa",13
"Kaitlin",13
"Kareem",13
"Karela",13
"Karim",13
"Kasmiira",13
"Kataja",13
"Katerine",13
"Katjusha",13
"Kausar",13
"Khadro",13
"Kimete",13
"Kiran",13
"Kirsi-Hannele",13
"Kirsi-Marjaana",13
"Kitti",13
"Kjerstin",13
"Lai",13
"Lalla",13
"Lamar",13
"Leena-Liisa",13
"Leenamari",13
"Leene",13
"Leida",13
"Leoni",13
"Leonia",13
"Leonita",13
"Levina",13
"Liisamari",13
"Liisa-Marjatta",13
"Lillan",13
"Lillie",13
"Lindsay",13
"Lori",13
"Lotta-Riina",13
"Louis",13
"Lucienne",13
"Luka",13
"Lusina",13
"Lycke",13
"Mackenzie",13
"Mahmood",13
"Mai-Brit",13
"Maika",13
"Mai-Leena",13
"Maisu",13
"Makreeta",13
"Maliha",13
"Marcusdotter",13
"Margalit",13
"Marguerita",13
"Mari-Anni",13
"Marice",13
"Mario",13
"Maritha",13
"Marja-Riikka",13
"Markusdotter",13
"Marzieh",13
"Matias",13
"Matja",13
"Meera",13
"Meliisa",13
"Mercy",13
"Merethe",13
"Meriella",13
"Meriina",13
"Merja-Terttu",13
"Mery",13
"Mette-Maaria",13
"Michella",13
"Miki",13
"Mila-Maria",13
"Milica",13
"Minelle",13
"Minna-Johanna",13
"Miracle",13
"Miri",13
"Monja",13
"Muntaha",13
"Mustaf",13
"Nabil",13
"Nadra",13
"Naila",13
"Nargis",13
"Nathali",13
"Nazli",13
"Nea-Mari",13
"Nehir",13
"Nella-Sofia",13
"Nene",13
"Noémi",13
"Noora-Sofia",13
"Nora-Maria",13
"Olegovna",13
"Oula",13
"Outi-Mari",13
"Outi-Marja",13
"Pami",13
"Paula-Maija",13
"Pham",13
"Pirjo-Hannele",13
"Pirkka",13
"Päivi-Elina",13
"Qing",13
"Rabab",13
"Rafaella",13
"Railikki",13
"Raimontytär",13
"Rebeka",13
"Reelika",13
"Rena",13
"Riinu",13
"Rita-Maria",13
"Ritja",13
"Ritva-Maija",13
"Rochelle",13
"Roni",13
"Ronja-Maria",13
"Rosali",13
"Rosalyn",13
"Roswitha",13
"Saadia",13
"Saana-Tuulia",13
"Saarah",13
"Salaad",13
"Salla-Marja",13
"Salla-Riikka",13
"Samir",13
"Samuntytär",13
"Sandrine",13
"Sanita",13
"Sanna-Tuulia",13
"Sanya",13
"Sára",13
"Sari-Hannele",13
"Sari-Liisa",13
"Sari-Maija",13
"Satu-Maaret",13
"Sawsan",13
"Seeli",13
"Seinab",13
"Seni",13
"Senni-Sofia",13
"Sergejevna",13
"Sessa",13
"Shakila",13
"Sharona",13
"Sherif",13
"Shima",13
"Shiri",13
"Sine",13
"Sini-Johanna",13
"Sirikli",13
"Sisi",13
"Sisko-Helena",13
"Skylar",13
"Sola",13
"Soleil",13
"Suvimarja",13
"Suvi-Pauliina",13
"Sävele",13
"Tanja-Maarit",13
"Tao",13
"Tapanintytär",13
"Tapio",13
"Taru-Tuuli",13
"Tasneem",13
"Terhi-Liisa",13
"Terhi-Marja",13
"Tertit",13
"Tiina-Elina",13
"Tiinamaija",13
"Tilli",13
"Titta-Mari",13
"Tosca",13
"Trina",13
"Tuuli-Mari",13
"Tyti",13
"Wah",13
"Valentinovna",13
"Walpuri",13
"Veronique",13
"Viivi-Lotta",13
"Wiliina",13
"Wisam",13
"Xiang",13
"Yalda",13
"Ye",13
"Zana",13
"Zeineb",13
"Åkesdotter",13
"Åse",13
"Aadalmiina",12
"Aamutähti",12
"Aarna",12
"Aata",12
"Aba",12
"Abby",12
"Abdulkarim",12
"Adar",12
"Adeola",12
"Aferdita",12
"Aino-Liina",12
"Aira-Liisa",12
"Airin",12
"Akiliina",12
"Aksana",12
"Akseliina",12
"Akter",12
"Aldi",12
"Almaas",12
"Almaz",12
"Almida",12
"Amirah",12
"Anela",12
"Anemone",12
"Anervo",12
"Angeles",12
"Angeliki",12
"Anica",12
"Anna-Eliisa",12
"Anna-Linnea",12
"Annamária",12
"Annarosa",12
"Ann-Cristin",12
"Anne-Marit",12
"Anne-Sofie",12
"Annlis",12
"Ann-Louis",12
"Anssintytär",12
"Anton",12
"Anttuuna",12
"Anu-Marja",12
"Anu-Pauliina",12
"Arezo",12
"Arin",12
"Ariya",12
"Aryana",12
"Arzu",12
"Ashraf",12
"Aurore",12
"Ayah",12
"Ayat",12
"Ayman",12
"Bahja",12
"Barbi",12
"Bayan",12
"Beáta",12
"Benedicta",12
"Benedicte",12
"Bintou",12
"Bonita",12
"Caisha",12
"Canan",12
"Carlota",12
"Cathryn",12
"Catja",12
"Ceren",12
"Charlot",12
"Chidera",12
"Christella",12
"Cinderella",12
"Dalal",12
"Dali",12
"Dang",12
"Doaa",12
"Dominica",12
"Dong",12
"Dóra",12
"Eevaliina",12
"Eevariitta",12
"Eina",12
"Elana",12
"Elegia",12
"Eliora",12
"Elisheva",12
"Ella-Olivia",12
"Elna-Maria",12
"Else-Britt",12
"Emeli",12
"Emma-Roosa",12
"Emmi-Liina",12
"Erda",12
"Eva-Helena",12
"Eweliina",12
"Everiina",12
"Fabiana",12
"Fadhil",12
"Fahima",12
"Fakher",12
"Fatoumata",12
"Felisia",12
"Fianna",12
"Fowsia",12
"Françoise",12
"Fuaad",12
"Gail",12
"Galyna",12
"Gentiana",12
"Gizem",12
"Gretchen",12
"Gry",12
"Gunn-Lis",12
"Gwendolyn",12
"Hafso",12
"Hagi",12
"Haidi",12
"Haley",12
"Hanna-Elisa",12
"Hanna-Stiina",12
"Hazal",12
"Heidi-Marja",12
"Heini-Marja",12
